,Unix Time,Microseconds,easting,northing,Heading (degrees)
17838,1722679407,238000,525696.3767069686,5681198.055235251,289.6297263637149
17839,1722679407,243000,525696.3766987061,5681198.05523133,289.629881788464
17840,1722679407,248000,525696.3766908789,5681198.055229764,289.62980407608944
17841,1722679407,253000,525696.3766832162,5681198.055229392,289.62980407608944
17842,1722679407,258000,525696.376674615,5681198.055228588,289.62980407608944
17843,1722679407,263000,525696.3741133163,5681198.056811311,289.62881324331386
17844,1722679407,268000,525696.3740913207,5681198.056814651,289.62920180518665
17845,1722679407,273000,525696.3740693355,5681198.056817132,289.63048405936684
17846,1722679407,278000,525696.3740476015,5681198.056819628,289.63013435368134
17847,1722679407,283000,525696.3740262723,5681198.056821887,289.62974579180855
17848,1722679407,288000,525696.3740053274,5681198.056823619,289.6296292232467
17849,1722679407,293000,525696.3739841232,5681198.056824304,289.6294737984976
17850,1722679407,298000,525696.3739619555,5681198.056823391,289.62941551421665
17851,1722679407,303000,525696.3739394086,5681198.056821664,289.6293378018421
17852,1722679407,308000,525696.3739164986,5681198.056819962,289.6291240928121
17853,1722679407,313000,525696.3738936305,5681198.056819645,289.6292212332803
17854,1722679407,318000,525696.3738713145,5681198.056821759,289.6293183737485
17855,1722679407,323000,525696.3738498742,5681198.05682599,289.62926008946755
17856,1722679407,328000,525696.3738295072,5681198.05683122,289.6295320827785
17857,1722679407,333000,525696.3738096284,5681198.056836009,289.6296292232467
17858,1722679407,338000,525696.3737891816,5681198.056839101,289.6296292232467
17859,1722679407,343000,525696.3737682828,5681198.05684047,289.6296875075276
17860,1722679407,348000,525696.3737468007,5681198.056839613,289.62990121655764
17861,1722679407,353000,525696.3737247402,5681198.056837487,289.62974579180855
17862,1722679407,358000,525696.3737026105,5681198.0568351885,289.62974579180855
17863,1722679407,363000,525696.3736809284,5681198.056833352,289.62960979515304
17864,1722679407,368000,525696.3736600616,5681198.056832395,289.62949322659125
17865,1722679407,373000,525696.3736900782,5681198.054696318,289.62974579180855
17866,1722679407,378000,525696.3736702296,5681198.054683262,289.62949322659125
17867,1722679407,383000,525696.3736509505,5681198.054670959,289.6293183737485
17868,1722679407,388000,525696.3736317477,5681198.054659892,289.62920180518665
17869,1722679407,393000,525696.3736124435,5681198.054651351,289.6292795175612
17870,1722679407,398000,525696.3735931083,5681198.054645444,289.6291435209057
17871,1722679407,403000,525696.3735737856,5681198.054641631,289.6293378018421
17872,1722679407,408000,525696.3735548027,5681198.054638179,289.62959036705945
17873,1722679407,413000,525696.3735354756,5681198.054633324,289.62974579180855
17874,1722679407,418000,525696.3735151254,5681198.054625638,289.6296292232467
17875,1722679407,423000,525696.3734940313,5681198.054614828,289.62949322659125
17876,1722679407,428000,525696.3734725178,5681198.054601663,289.6293572299357
17877,1722679407,433000,525696.3734503499,5681198.054587172,289.6292795175612
17878,1722679407,438000,525696.3734280476,5681198.054573099,289.6293183737485
17879,1722679407,443000,525696.3734059758,5681198.05456017,289.6291435209057
17880,1722679407,448000,525696.3733845602,5681198.054548153,289.6290852366248
17881,1722679407,453000,525696.3733636959,5681198.054536812,289.62920180518665
17882,1722679407,458000,525696.3739990292,5681198.056789137,289.62926008946755
17883,1722679407,463000,525696.37398152,5681198.056787141,289.6294737984976
17884,1722679407,468000,525696.3739643464,5681198.0567852855,289.6296875075276
17885,1722679407,473000,525696.3739470674,5681198.0567837525,289.62990121655764
17886,1722679407,478000,525696.3739294802,5681198.056783856,289.63028977843044
17887,1722679407,483000,525696.3739117109,5681198.056785238,289.63023149414954
17888,1722679407,488000,525696.3738939444,5681198.056786789,289.6304063469923
17889,1722679407,493000,525696.3738759779,5681198.056787852,289.63015378177494
17890,1722679407,498000,525696.3738573297,5681198.056786684,289.63015378177494
17891,1722679407,503000,525696.3738386759,5681198.056783279,289.63015378177494
17892,1722679407,508000,525696.3738202758,5681198.056778471,289.6300760694004
17893,1722679407,513000,525696.3738020773,5681198.056772893,289.6297263637149
17894,1722679407,518000,525696.3737839275,5681198.056768763,289.6295320827785
17895,1722679407,523000,525696.3737659429,5681198.056766397,289.62960979515304
17896,1722679407,528000,525696.3737483198,5681198.056765501,289.6295320827785
17897,1722679407,533000,525696.373730917,5681198.056765125,289.62945437040395
17898,1722679407,538000,525696.3737130667,5681198.056763908,289.62980407608944
17899,1722679407,543000,525696.3736948448,5681198.056762138,289.629881788464
17900,1722679407,548000,525696.3736764846,5681198.056759802,289.629881788464
17901,1722679407,553000,525696.3736583348,5681198.05675742,289.6300177851195
17902,1722679407,558000,525696.3736406162,5681198.056755968,289.63023149414954
17903,1722679407,563000,525696.3711469605,5681198.057547093,289.62999835702584
